,date,order_id,category,product_name,quantity,unit_price,sales,region
855,2025-02-23T02:45:30.990,378-9573872-0218705,Electronics,Echo Dot (4th Gen),2,1162.35,2575.2094184816488,Amazon.ca (Canada)
278,2025-02-23T02:45:30.990,938-4344638-4484947,Clothing,Columbia Fleece Jacket,1,96.72,118.53923377647321,Amazon.co.uk (UK)
99,2025-02-23T09:45:30.990,969-7431983-5395398,Books,It Ends with Us,1,41.88,49.42689091324378,Amazon.com (US)
819,2025-02-23T12:45:30.990,994-3005241-8884528,Sports,Coleman Camping Tent,1,155.16,205.90177840910852,Amazon.de (Germany)
806,2025-02-23T14:45:30.990,887-7877587-6370546,Beauty,Neutrogena Sunscreen,2,11.33,30.942606225362393,Amazon.de (Germany)
122,2025-02-23T16:45:30.990,032-4405784-8819826,Beauty,CeraVe Moisturizer,4,13.87,82.26393021449442,Amazon.co.uk (UK)
733,2025-02-24T04:45:30.990,213-3940718-0178840,Clothing,Adidas Running Shoes,2,147.36,294.73,Amazon.com (US)
219,2025-02-24T06:45:30.990,422-9826836-3632612,Electronics,Fire TV Stick 4K,2,467.72,935.43,Amazon.co.uk (UK)
956,2025-02-24T06:45:30.990,735-2246961-3611588,Beauty,Olaplex Hair Perfector,2,82.53,165.05,Amazon.de (Germany)
154,2025-02-24T10:45:30.990,016-3389001-9203778,Home & Kitchen,Ninja Air Fryer,1,217.51,230.93016688240658,Amazon.com (US)
332,2025-02-24T11:45:30.990,750-3745184-7571626,Sports,Coleman Camping Tent,2,205.54,466.2243026738591,Amazon.com (US)
655,2025-02-24T12:45:30.990,819-9177478-1309041,Clothing,Amazon Essentials T-Shirt,1,147.58,168.52199333806178,Amazon.co.uk (UK)
727,2025-02-24T13:45:30.990,106-7187923-8438259,Clothing,Columbia Fleece Jacket,2,78.15,173.7134124331688,Amazon.com (US)
902,2025-02-24T13:45:30.990,614-9859623-0731251,Electronics,Kindle Paperwhite,2,1317.47,2939.9205801376365,Amazon.com (US)
476,2025-02-24T16:45:30.990,586-7456476-4091418,Electronics,Fire TV Stick 4K,1,876.22,1004.0512385251761,Amazon.co.uk (UK)
970,2025-02-24T17:45:30.990,555-8124288-0143299,Electronics,Bose QuietComfort Earbuds,2,1042.79,2351.792762626535,Amazon.com (US)
632,2025-02-24T19:45:30.990,852-4246004-9431581,Electronics,Echo Dot (4th Gen),1,594.91,697.880869428615,Amazon.com (US)
14,2025-02-24T20:45:30.990,565-6810347-2205790,Beauty,Revlon One-Step Hair Dryer,1,68.35,68.35,Amazon.co.uk (UK)
947,2025-02-24T20:45:30.990,198-4872824-2200790,Clothing,Amazon Essentials T-Shirt,2,152.59,305.18,Amazon.com (US)
788,2025-02-24T21:45:30.990,520-7046579-9573119,Electronics,Fire TV Stick 4K,1,808.63,808.63,Amazon.ca (Canada)
483,2025-02-24T22:45:30.990,480-5227992-8756281,Sports,Fitbit Charge 5,2,84.97,169.94,Amazon.co.uk (UK)
668,2025-02-25T01:45:30.990,212-4565416-2739731,Electronics,Fire TV Stick 4K,3,855.31,2565.94,Amazon.co.jp (Japan)
259,2025-02-25T03:45:30.990,958-2020021-1889433,Electronics,Kindle Paperwhite,2,1042.16,2084.31,Amazon.co.uk (UK)
983,2025-02-25T07:45:30.990,245-1703350-5544104,Electronics,Fire TV Stick 4K,1,264.51,264.51,Amazon.co.uk (UK)
505,2025-02-25T08:45:30.990,110-8987745-4733707,Home & Kitchen,iRobot Roomba,1,112.85,112.85,Amazon.co.uk (UK)
200,2025-02-25T09:45:30.990,185-8533290-3202937,Beauty,Neutrogena Sunscreen,2,75.94,160.98684676253706,Amazon.co.uk (UK)
179,2025-02-25T09:45:30.990,870-4985227-8301285,Clothing,Columbia Fleece Jacket,3,105.79,346.30505838175134,Amazon.co.jp (Japan)
972,2025-02-25T13:45:30.990,130-9168374-0879736,Home & Kitchen,Instant Pot Duo,3,247.87,845.2591432951633,Amazon.de (Germany)
345,2025-02-25T13:45:30.990,834-8965878-5629798,Sports,Coleman Camping Tent,3,23.27,80.11702485199106,Amazon.de (Germany)
675,2025-02-25T14:45:30.990,168-2544240-1148031,Electronics,Kindle Paperwhite,3,264.03,841.7625416571578,Amazon.com (US)
186,2025-02-25T14:45:30.990,672-1789974-3309368,Electronics,Echo Dot (4th Gen),1,892.64,1048.8065831756926,Amazon.com (US)
273,2025-02-25T16:45:30.990,278-5650636-5289790,Electronics,Echo Dot (4th Gen),1,378.65,399.9793811142463,Amazon.co.jp (Japan)
898,2025-02-25T17:45:30.990,007-6876845-3226677,Electronics,Bose QuietComfort Earbuds,1,597.69,667.9207481585058,Amazon.ca (Canada)
739,2025-02-25T17:45:30.990,276-2883052-7349012,Sports,Coleman Camping Tent,3,117.67,397.56569186962696,Amazon.com (US)
867,2025-02-25T17:45:30.990,076-7523557-9477080,Clothing,Levi's 501 Original Jeans,1,159.83,189.42678292782452,Amazon.co.uk (UK)
827,2025-02-25T18:45:30.990,677-0708895-1628240,Clothing,Under Armour Hoodie,3,132.29,470.5192987086534,Amazon.com (US)
669,2025-02-25T21:45:30.990,780-3118161-5292890,Electronics,Echo Dot (4th Gen),1,339.07,339.07,Amazon.co.uk (UK)
729,2025-02-26T00:45:30.990,025-3966914-5676656,Electronics,Fire TV Stick 4K,4,527.47,2109.89,Amazon.co.uk (UK)
72,2025-02-26T09:45:30.990,915-0815119-5507970,Electronics,Echo Dot (4th Gen),1,693.44,745.0564825081207,Amazon.com (US)
253,2025-02-26T12:45:30.990,347-5690258-5807597,Clothing,Levi's 501 Original Jeans,1,171.91,187.4291772148667,Amazon.com (US)
293,2025-02-26T16:45:30.990,656-3557642-0249185,Clothing,Under Armour Hoodie,1,91.68,102.50529794547266,Amazon.com (US)
676,2025-02-26T18:45:30.990,182-7799663-8740452,Electronics,Echo Dot (4th Gen),1,515.09,550.0598468326428,Amazon.de (Germany)
831,2025-02-26T18:45:30.990,271-4895350-6884859,Electronics,Echo Dot (4th Gen),1,110.24,126.83531974786952,Amazon.de (Germany)
424,2025-02-26T21:45:30.990,816-5354711-1808208,Clothing,Adidas Running Shoes,2,172.11,344.21,Amazon.de (Germany)
957,2025-02-26T21:45:30.990,515-1874640-4701384,Home & Kitchen,Ninja Air Fryer,5,130.62,653.12,Amazon.com (US)
204,2025-02-26T22:45:30.990,512-4725110-6273027,Electronics,Ring Video Doorbell,2,806.83,1613.65,Amazon.co.uk (UK)
569,2025-02-27T01:45:30.990,188-2630608-4802954,Electronics,Kindle Paperwhite,2,140.7,281.4,Amazon.de (Germany)
358,2025-02-27T02:45:30.990,388-0534094-7914136,Clothing,Under Armour Hoodie,1,171.51,171.51,Amazon.com (US)
171,2025-02-27T02:45:30.990,290-5474907-1957034,Sports,Hydro Flask Water Bottle,3,15.47,46.4,Amazon.co.jp (Japan)
248,2025-02-27T06:45:30.990,020-8485480-1765269,Electronics,Fire TV Stick 4K,2,893.39,1786.78,Amazon.co.uk (UK)
540,2025-02-27T10:45:30.990,729-1982315-5582996,Electronics,Ring Video Doorbell,4,1036.27,4376.197748710036,Amazon.com (US)
182,2025-02-27T15:45:30.990,522-6182081-0193718,Sports,Bowflex Adjustable Dumbbells,2,20.67,48.91194720448914,Amazon.com (US)
175,2025-02-27T17:45:30.990,234-0192532-4437640,Electronics,Bose QuietComfort Earbuds,2,1392.96,2979.138766837984,Amazon.com (US)
42,2025-02-27T20:45:30.990,380-3561887-8031759,Books,The Psychology of Money,1,17.39,17.39,Amazon.co.jp (Japan)
789,2025-02-27T20:45:30.990,056-6435734-0192220,Home & Kitchen,Keurig K-Slim Coffee Maker,1,266.56,266.56,Amazon.de (Germany)
375,2025-02-28T00:45:30.990,105-5265240-4735260,Beauty,CeraVe Moisturizer,1,15.98,15.98,Amazon.co.uk (UK)
858,2025-02-28T01:45:30.990,331-5533091-6362271,Clothing,Columbia Fleece Jacket,1,40.33,40.33,Amazon.co.jp (Japan)
187,2025-02-28T05:45:30.990,782-4574847-5728154,Clothing,Columbia Fleece Jacket,2,92.96,185.93,Amazon.com (US)
560,2025-02-28T06:45:30.990,502-9245490-1158070,Sports,Bowflex Adjustable Dumbbells,2,20.22,40.43,Amazon.de (Germany)
712,2025-02-28T07:45:30.990,485-8885937-9166550,Clothing,Amazon Essentials T-Shirt,1,169.12,169.12,Amazon.de (Germany)
800,2025-02-28T07:45:30.990,093-1610350-3042485,Clothing,Adidas Running Shoes,2,51.15,102.3,Amazon.com.au (Australia)
305,2025-02-28T09:45:30.990,041-4168087-7427883,Electronics,Ring Video Doorbell,2,1323.16,2974.4408457329187,Amazon.com (US)
646,2025-02-28T10:45:30.990,856-5030909-9171822,Books,Where the Crawdads Sing,1,38.87,44.08061294579956,Amazon.com (US)
184,2025-02-28T12:45:30.990,084-6223643-9088082,Clothing,Levi's 501 Original Jeans,1,130,137.29142138662655,Amazon.de (Germany)
797,2025-02-28T15:45:30.990,427-5678663-1239477,Electronics,Ring Video Doorbell,1,1046.19,1164.0090330194462,Amazon.de (Germany)
823,2025-02-28T17:45:30.990,354-9934993-0282758,Electronics,Kindle Paperwhite,2,158.59,364.83286352136884,Amazon.com (US)
896,2025-02-28T17:45:30.990,616-6314889-0094504,Home & Kitchen,Ninja Air Fryer,1,276.15,292.290965199639,Amazon.com (US)
647,2025-02-28T18:45:30.990,561-6551249-4511153,Electronics,Bose QuietComfort Earbuds,1,373.89,433.4477881459877,Amazon.com.au (Australia)
475,2025-02-28T18:45:30.990,587-1431457-7061743,Beauty,Neutrogena Sunscreen,1,32.47,34.714041013192585,Amazon.co.uk (UK)
905,2025-02-28T20:45:30.990,958-3691336-2997875,Electronics,Kindle Paperwhite,2,1140.88,2281.75,Amazon.com (US)
291,2025-02-28T23:45:30.990,067-6218900-7042643,Home & Kitchen,Instant Pot Duo,1,253.08,253.08,Amazon.co.uk (UK)
562,2025-03-01T03:45:30.990,189-6889612-5348078,Electronics,Fire TV Stick 4K,1,580.34,685.1539025527652,Amazon.co.uk (UK)
188,2025-03-01T04:45:30.990,952-7375171-0528347,Beauty,Revlon One-Step Hair Dryer,2,129.38,294.85509694480777,Amazon.de (Germany)
616,2025-03-01T05:45:30.990,550-0341560-8486473,Electronics,Kindle Paperwhite,5,1168.87,7377.88235898382,Amazon.co.uk (UK)
313,2025-03-01T10:45:30.990,853-0925870-7939964,Beauty,Revlon One-Step Hair Dryer,4,100.93,557.6983382186854,Amazon.com (US)
917,2025-03-01T15:45:30.990,287-9511220-7956225,Sports,Coleman Camping Tent,2,81.77,216.77959622310217,Amazon.co.uk (UK)
210,2025-03-01T17:45:30.990,868-0460715-5713184,Clothing,Adidas Running Shoes,2,20.77,56.19275064258247,Amazon.com (US)
81,2025-03-01T21:45:30.990,798-3020244-1740784,Clothing,Columbia Fleece Jacket,1,141.29,168.62643132508748,Amazon.co.uk (UK)
38,2025-03-01T23:45:30.990,106-6458607-3112503,Home & Kitchen,Ninja Air Fryer,1,85.25,110.64222306406387,Amazon.com (US)
940,2025-03-01T23:45:30.990,561-6384069-2135558,Home & Kitchen,Keurig K-Slim Coffee Maker,1,131.49,157.61289708260153,Amazon.co.uk (UK)
349,2025-03-02T02:45:30.990,132-0979695-0817498,Books,Where the Crawdads Sing,1,12.79,16.25845663497454,Amazon.co.uk (UK)
242,2025-03-02T06:45:30.990,576-6365994-9191977,Sports,Manduka Yoga Mat,2,139.5,317.7042085865868,Amazon.com (US)
62,2025-03-02T07:45:30.990,882-9207406-5178655,Clothing,Columbia Fleece Jacket,1,31.07,37.598088498052654,Amazon.com (US)
810,2025-03-02T13:45:30.990,804-8629805-9734971,Electronics,Kindle Paperwhite,2,796.84,2238.0663143519887,Amazon.com (US)
515,2025-03-02T13:45:30.990,827-7693959-7368306,Home & Kitchen,Keurig K-Slim Coffee Maker,3,251.35,935.841173492973,Amazon.com (US)
731,2025-03-02T16:45:30.990,065-0476838-0035746,Clothing,Levi's 501 Original Jeans,4,141.7,774.7165961935339,Amazon.com (US)
458,2025-03-02T17:45:30.990,183-3281414-7427354,Clothing,Amazon Essentials T-Shirt,1,177.51,250.7212675454665,Amazon.co.uk (UK)
140,2025-03-02T19:45:30.990,415-6309752-9105576,Beauty,Olaplex Hair Perfector,1,84.25,107.37914907561128,Amazon.co.uk (UK)
317,2025-03-02T19:45:30.990,066-9682460-4266594,Beauty,Neutrogena Sunscreen,2,127.63,319.4346072579835,Amazon.com.au (Australia)
4,2025-03-02T20:45:30.990,430-3302851-7029276,Electronics,Fire TV Stick 4K,3,1363.43,4689.356874430145,Amazon.ca (Canada)
890,2025-03-02T22:45:30.990,680-8147228-0584027,Electronics,Fire TV Stick 4K,2,570.52,1439.0581605128716,Amazon.co.uk (UK)
393,2025-03-02T22:45:30.990,959-6101431-6743363,Home & Kitchen,Keurig K-Slim Coffee Maker,2,170.99,390.33862253513365,Amazon.de (Germany)
507,2025-03-03T00:45:30.990,056-6695488-5475271,Books,It Ends with Us,5,13.57,67.87,Amazon.co.uk (UK)
241,2025-03-03T11:45:30.990,170-0468549-6643206,Home & Kitchen,Lodge Cast Iron Skillet,2,191.05,450.5772415766381,Amazon.ca (Canada)
198,2025-03-03T11:45:30.990,506-1865227-8833347,Clothing,Amazon Essentials T-Shirt,1,28.76,31.506354346446333,Amazon.co.uk (UK)
764,2025-03-03T12:45:30.990,736-2647907-3885799,Books,The Body Keeps the Score,3,40.47,134.17826039278344,Amazon.com.au (Australia)
990,2025-03-03T19:45:30.990,780-3716854-9391103,Electronics,Ring Video Doorbell,3,562.14,2007.8946396760664,Amazon.com (US)
299,2025-03-03T21:45:30.990,591-3487858-5854645,Home & Kitchen,Lodge Cast Iron Skillet,1,222.79,222.79,Amazon.com (US)
174,2025-03-04T00:45:30.990,562-8272895-8999821,Electronics,Kindle Paperwhite,4,799.12,3196.49,Amazon.de (Germany)
428,2025-03-04T06:45:30.990,909-6583422-9644389,Electronics,Echo Dot (4th Gen),2,582.7,1165.39,Amazon.com (US)
584,2025-03-04T10:45:30.990,992-8312826-8468887,Clothing,Amazon Essentials T-Shirt,4,160.91,753.8041872092562,Amazon.com (US)
825,2025-03-04T14:45:30.990,691-6478987-2402378,Books,The Body Keeps the Score,2,31.42,71.4512341445091,Amazon.com (US)
255,2025-03-04T15:45:30.990,515-9886584-5182939,Electronics,Echo Dot (4th Gen),1,285.87,328.2174573619452,Amazon.co.uk (UK)
997,2025-03-05T01:45:30.990,648-2738266-2787979,Beauty,Revlon One-Step Hair Dryer,2,47.18,94.36,Amazon.co.uk (UK)
440,2025-03-05T02:45:30.990,390-4596463-5300014,Electronics,Kindle Paperwhite,2,970.93,1941.87,Amazon.co.uk (UK)
141,2025-03-05T03:45:30.990,300-6679486-8227419,Clothing,Levi's 501 Original Jeans,1,133.26,133.26,Amazon.com (US)
7,2025-03-05T04:45:30.990,110-1400727-9523420,Sports,Manduka Yoga Mat,2,183.75,367.5,Amazon.ca (Canada)
341,2025-03-05T05:45:30.990,581-1024484-5220654,Clothing,Under Armour Hoodie,3,62.62,187.85,Amazon.com (US)
177,2025-03-05T05:45:30.990,591-7741837-2347389,Home & Kitchen,Lodge Cast Iron Skillet,2,56.15,112.29,Amazon.de (Germany)
874,2025-03-05T05:45:30.990,097-7855989-2454692,Home & Kitchen,Keurig K-Slim Coffee Maker,4,85.39,341.58,Amazon.co.uk (UK)
294,2025-03-05T05:45:30.990,723-6220686-7226323,Clothing,Levi's 501 Original Jeans,1,136.59,136.59,Amazon.com (US)
218,2025-03-05T05:45:30.990,363-3689155-9330748,Electronics,Echo Dot (4th Gen),2,1463.7,2927.39,Amazon.co.jp (Japan)
687,2025-03-05T09:45:30.990,925-1780351-9711827,Home & Kitchen,Keurig K-Slim Coffee Maker,2,31.69,69.88572525666535,Amazon.com (US)
611,2025-03-05T11:45:30.990,317-6402782-9231146,Home & Kitchen,Instant Pot Duo,1,171.11,193.95707844408318,Amazon.de (Germany)
221,2025-03-05T12:45:30.990,470-0280502-5546721,Home & Kitchen,Keurig K-Slim Coffee Maker,1,134.76,155.70574230002873,Amazon.com (US)
78,2025-03-05T15:45:30.990,483-9338920-7433642,Sports,Fitbit Charge 5,1,59.71,70.79175562837324,Amazon.com (US)
989,2025-03-05T17:45:30.990,538-6236359-9332872,Home & Kitchen,Ninja Air Fryer,1,172.11,182.0949944126277,Amazon.de (Germany)
232,2025-03-05T21:45:30.990,012-5532335-6082318,Home & Kitchen,Keurig K-Slim Coffee Maker,3,88.73,266.19,Amazon.de (Germany)
579,2025-03-06T03:45:30.990,481-9328366-7964162,Sports,Hydro Flask Water Bottle,2,103.25,206.5,Amazon.ca (Canada)
176,2025-03-06T08:45:30.990,936-1723002-2181884,Electronics,Ring Video Doorbell,1,801.41,801.41,Amazon.com (US)
486,2025-03-06T09:45:30.990,665-2285601-3209538,Clothing,Amazon Essentials T-Shirt,3,77.14,254.7816391187723,Amazon.com (US)
679,2025-03-06T09:45:30.990,845-0440104-1378722,Electronics,Kindle Paperwhite,2,594.35,1288.189998612678,Amazon.com (US)
453,2025-03-06T22:45:30.990,832-1744530-7263383,Clothing,Under Armour Hoodie,4,171.52,686.06,Amazon.co.uk (UK)
197,2025-03-07T03:45:30.990,077-2793510-6645561,Clothing,Columbia Fleece Jacket,1,121.66,121.66,Amazon.de (Germany)
878,2025-03-07T08:45:30.990,669-5069728-3455142,Clothing,Levi's 501 Original Jeans,1,162.35,162.35,Amazon.de (Germany)
82,2025-03-07T17:45:30.990,345-2081567-6717773,Books,The Psychology of Money,1,20.05,22.016893234869823,Amazon.co.uk (UK)
534,2025-03-07T19:45:30.990,902-0432406-9490082,Clothing,Adidas Running Shoes,1,52.61,60.37619603396332,Amazon.com (US)
277,2025-03-07T23:45:30.990,963-5247288-5768071,Electronics,Ring Video Doorbell,2,331.84,663.68,Amazon.de (Germany)
80,2025-03-08T00:45:30.990,779-1464773-3294527,Clothing,Adidas Running Shoes,1,163.34,190.0269143354242,Amazon.de (Germany)
871,2025-03-08T03:45:30.990,474-1239358-3619241,Clothing,Adidas Running Shoes,1,106.77,128.84052137410313,Amazon.co.uk (UK)
309,2025-03-08T03:45:30.990,807-3865207-0074911,Clothing,Amazon Essentials T-Shirt,1,31.02,40.06398434732529,Amazon.com (US)
164,2025-03-08T10:45:30.990,521-8091270-3226091,Electronics,Echo Dot (4th Gen),1,752.05,1083.6681035016143,Amazon.co.uk (UK)
537,2025-03-08T10:45:30.990,604-4260901-4536862,Clothing,Amazon Essentials T-Shirt,2,122.91,330.7704281655531,Amazon.de (Germany)
993,2025-03-08T13:45:30.990,014-8475455-4506041,Beauty,The Ordinary Serum,1,101.24,138.0804386138976,Amazon.co.jp (Japan)
265,2025-03-08T18:45:30.990,083-9530246-4208882,Sports,Bowflex Adjustable Dumbbells,1,99.3,142.31988370245426,Amazon.com (US)
985,2025-03-08T19:45:30.990,862-8220734-9865141,Clothing,Amazon Essentials T-Shirt,3,75.05,310.1408260972264,Amazon.com (US)
627,2025-03-08T20:45:30.990,298-3913597-6972382,Clothing,Under Armour Hoodie,1,79.14,96.01775854727588,Amazon.ca (Canada)
203,2025-03-08T23:45:30.990,620-9390430-5075227,Beauty,Olaplex Hair Perfector,1,121.05,135.30992568183237,Amazon.com (US)
142,2025-03-08T23:45:30.990,469-0045619-3138525,Electronics,Kindle Paperwhite,2,562.41,1290.2958549101174,Amazon.com (US)
84,2025-03-09T02:45:30.990,253-8927120-8741858,Electronics,Echo Dot (4th Gen),1,371.08,429.3825767987666,Amazon.co.uk (UK)
936,2025-03-09T03:45:30.990,139-2469930-7269337,Home & Kitchen,Keurig K-Slim Coffee Maker,3,185.37,678.8893936413176,Amazon.co.uk (UK)
628,2025-03-09T03:45:30.990,233-4012142-5297536,Clothing,Under Armour Hoodie,1,78.77,98.67194804360517,Amazon.co.uk (UK)
614,2025-03-09T05:45:30.990,543-5306663-5932107,Sports,Hydro Flask Water Bottle,2,189.47,454.5605320374395,Amazon.de (Germany)
138,2025-03-09T10:45:30.990,055-6513976-1349870,Electronics,Fire TV Stick 4K,1,1224.4,1582.4960371865618,Amazon.co.uk (UK)
859,2025-03-09T14:45:30.990,291-2877954-9988896,Home & Kitchen,Lodge Cast Iron Skillet,1,79.71,97.32966711092395,Amazon.de (Germany)
116,2025-03-09T20:45:30.990,197-9359069-8756255,Electronics,Kindle Paperwhite,2,808.13,2016.91018186804,Amazon.com (US)
740,2025-03-09T21:45:30.990,142-3447726-2484626,Clothing,Columbia Fleece Jacket,1,81.24,92.59621106210979,Amazon.com (US)
356,2025-03-09T22:45:30.990,605-5514300-3638235,Electronics,Bose QuietComfort Earbuds,2,1135.31,2584.4676497989935,Amazon.co.uk (UK)
886,2025-03-10T00:45:30.990,511-2824269-8097423,Sports,Hydro Flask Water Bottle,4,46.56,186.23,Amazon.co.uk (UK)
335,2025-03-10T01:45:30.990,673-0647524-8827163,Clothing,Columbia Fleece Jacket,2,118.55,237.11,Amazon.co.uk (UK)
969,2025-03-10T02:45:30.990,368-8729659-1693241,Home & Kitchen,iRobot Roomba,1,168.61,168.61,Amazon.com (US)
362,2025-03-10T02:45:30.990,782-2301720-4870271,Sports,Hydro Flask Water Bottle,2,201.89,403.77,Amazon.com (US)
481,2025-03-10T02:45:30.990,606-9577079-2304597,Beauty,CeraVe Moisturizer,1,85.79,85.79,Amazon.co.jp (Japan)
454,2025-03-10T02:45:30.990,980-1440767-3246371,Books,Where the Crawdads Sing,2,14.2,28.39,Amazon.co.jp (Japan)
395,2025-03-10T03:45:30.990,225-7085377-1422898,Electronics,Ring Video Doorbell,2,133.83,267.66,Amazon.com (US)
132,2025-03-10T04:45:30.990,256-9261064-7813983,Sports,Bowflex Adjustable Dumbbells,1,61.54,61.54,Amazon.com (US)
751,2025-03-10T06:45:30.990,394-0006429-2364747,Clothing,Adidas Running Shoes,2,43.22,86.43,Amazon.com (US)
525,2025-03-10T06:45:30.990,752-6590127-5266060,Beauty,The Ordinary Serum,2,65.66,131.32,Amazon.co.uk (UK)
587,2025-03-10T08:45:30.990,634-5696316-5895534,Clothing,Adidas Running Shoes,3,161.41,484.22,Amazon.co.uk (UK)
578,2025-03-10T16:45:30.990,098-3495866-4433866,Sports,Hydro Flask Water Bottle,1,206.7,230.0848968741798,Amazon.ca (Canada)
23,2025-03-10T17:45:30.990,258-4791521-3925318,Electronics,Kindle Paperwhite,1,983.58,1172.5396845497478,Amazon.com (US)
498,2025-03-10T19:45:30.990,940-6703366-1140054,Beauty,Olaplex Hair Perfector,1,61.19,65.3167179745682,Amazon.de (Germany)
205,2025-03-10T19:45:30.990,932-7834416-7994674,Home & Kitchen,Instant Pot Duo,2,86.28,206.7843387971931,Amazon.ca (Canada)
706,2025-03-10T21:45:30.990,018-6984120-0834761,Clothing,Amazon Essentials T-Shirt,1,104.65,104.65,Amazon.com (US)
443,2025-03-10T21:45:30.990,344-8009026-8909261,Electronics,Kindle Paperwhite,2,1401.67,2803.34,Amazon.co.jp (Japan)
457,2025-03-10T23:45:30.990,593-2810902-6123028,Electronics,Fire TV Stick 4K,4,1048.11,4192.44,Amazon.com (US)
561,2025-03-11T01:45:30.990,220-5266703-8741775,Sports,Coleman Camping Tent,4,70.78,283.13,Amazon.co.uk (UK)
950,2025-03-11T01:45:30.990,229-7522363-2140201,Electronics,Kindle Paperwhite,4,519.97,2079.89,Amazon.de (Germany)
430,2025-03-11T01:45:30.990,859-9429870-4810366,Electronics,Ring Video Doorbell,1,1209.77,1209.77,Amazon.de (Germany)
324,2025-03-11T02:45:30.990,889-5784770-0942032,Sports,Hydro Flask Water Bottle,2,168.79,337.58,Amazon.co.jp (Japan)
603,2025-03-11T02:45:30.990,154-3848959-8480621,Home & Kitchen,Ninja Air Fryer,1,197.19,197.19,Amazon.com (US)
769,2025-03-11T05:45:30.990,910-8432320-8893482,Beauty,CeraVe Moisturizer,2,37.9,75.79,Amazon.co.uk (UK)
384,2025-03-11T07:45:30.990,075-6945351-9935072,Sports,Hydro Flask Water Bottle,1,105.43,105.43,Amazon.com (US)
304,2025-03-11T10:45:30.990,492-1862911-3081891,Electronics,Echo Dot (4th Gen),1,649.93,718.8102998103742,Amazon.de (Germany)
322,2025-03-11T12:45:30.990,028-6207868-5779394,Electronics,Kindle Paperwhite,1,782.94,869.3905359039545,Amazon.de (Germany)
342,2025-03-11T13:45:30.990,395-9724033-9733974,Clothing,Under Armour Hoodie,1,151.91,181.74218141481705,Amazon.co.uk (UK)
480,2025-03-11T13:45:30.990,023-9304678-7003461,Home & Kitchen,iRobot Roomba,1,243.29,278.98392960181553,Amazon.com (US)
266,2025-03-11T13:45:30.990,521-8579513-8498910,Sports,Coleman Camping Tent,2,134.24,300.87465957719127,Amazon.de (Germany)
0,2025-03-11T18:45:30.990,092-2611519-6164517,Electronics,Bose QuietComfort Earbuds,1,657.65,780.5241318162263,Amazon.co.uk (UK)
521,2025-03-11T19:45:30.990,873-5068742-3268981,Electronics,Fire TV Stick 4K,2,589.97,1303.941847627374,Amazon.com (US)
15,2025-03-11T21:45:30.990,926-0108651-1866980,Home & Kitchen,Lodge Cast Iron Skillet,1,188.79,188.79,Amazon.co.uk (UK)
703,2025-03-11T23:45:30.990,285-7496937-9645395,Clothing,Under Armour Hoodie,2,70.18,140.36,Amazon.de (Germany)
288,2025-03-12T01:45:30.990,850-0373661-6793585,Clothing,Columbia Fleece Jacket,1,74.37,74.37,Amazon.com (US)
431,2025-03-12T02:45:30.990,221-5932542-7107159,Beauty,Revlon One-Step Hair Dryer,1,22.04,22.04,Amazon.com (US)
413,2025-03-12T03:45:30.990,718-5375080-2718383,Home & Kitchen,Ninja Air Fryer,2,234.32,468.64,Amazon.com (US)
463,2025-03-12T03:45:30.990,857-9224262-2630378,Beauty,Revlon One-Step Hair Dryer,1,15.98,15.98,Amazon.co.uk (UK)
607,2025-03-12T04:45:30.990,783-1562064-6288376,Clothing,Levi's 501 Original Jeans,1,143.1,143.1,Amazon.co.uk (UK)
884,2025-03-12T04:45:30.990,372-9789611-0412210,Home & Kitchen,Ninja Air Fryer,1,154.62,154.62,Amazon.com (US)
546,2025-03-12T04:45:30.990,792-6571316-5336690,Electronics,Echo Dot (4th Gen),1,323.48,323.48,Amazon.de (Germany)
747,2025-03-12T07:45:30.990,796-4019992-5724584,Clothing,Levi's 501 Original Jeans,1,96.2,96.2,Amazon.com (US)
298,2025-03-12T08:45:30.990,373-8043250-1339280,Electronics,Ring Video Doorbell,1,1124.69,1124.69,Amazon.com (US)
574,2025-03-12T09:45:30.990,274-7433228-0263695,Books,The Psychology of Money,1,18.74,20.811650858221167,Amazon.com (US)
959,2025-03-12T11:45:30.990,678-8141937-2027453,Electronics,Echo Dot (4th Gen),1,281.43,309.9529621240495,Amazon.ca (Canada)
308,2025-03-12T14:45:30.990,899-4420142-6965717,Electronics,Echo Dot (4th Gen),1,535.72,634.9011433887948,Amazon.com (US)
642,2025-03-12T14:45:30.990,993-6771232-4491002,Clothing,Levi's 501 Original Jeans,2,116.04,256.54294872764495,Amazon.de (Germany)
28,2025-03-12T14:45:30.990,302-9750655-6565981,Electronics,Ring Video Doorbell,1,1261.19,1407.9408842841324,Amazon.co.uk (UK)
371,2025-03-12T14:45:30.990,666-1329395-4057824,Electronics,Kindle Paperwhite,1,369.38,401.69530469073516,Amazon.com (US)
744,2025-03-12T16:45:30.990,787-5972758-0847064,Clothing,Adidas Running Shoes,2,119.66,280.39677285061566,Amazon.com (US)
256,2025-03-12T16:45:30.990,213-4997661-5980254,Electronics,Ring Video Doorbell,1,940.57,1062.8841115622256,Amazon.co.uk (UK)
368,2025-03-12T16:45:30.990,666-7458274-8151252,Clothing,Adidas Running Shoes,2,161.64,372.7106866670992,Amazon.co.uk (UK)
